rank,gene_id,protein_id,protein_name,log2_fold_change,fold_change,p_value,cellular_location,immunogenicity_score,combined_score
8373,ENSG00000228971,ENSP00000228971,ENSG00000228971 protein,-1.91,0.27,1.802e-02,unknown,0.05,0.406
8374,ENSG00000116194,ENSP00000116194,ANGPTL1 protein,-4.26,0.05,2.296e-04,secreted,0.85,0.406
8375,ENSG00000120498,ENSP00000120498,TEX11 protein,-3.16,0.11,4.788e-05,nucleus,0.61,0.406
8376,ENSG00000249119,ENSP00000249119,ENSG00000249119 protein,-1.99,0.25,1.299e-04,unknown,0.05,0.406
8377,ENSG00000243069,ENSP00000243069,ENSG00000243069 protein,-1.92,0.27,1.757e-02,unknown,0.05,0.406
8378,ENSG00000163710,ENSP00000163710,PCOLCE2 protein,-3.96,0.06,3.707e-03,secreted,0.8099999999999999,0.406
8379,ENSG00000224189,ENSP00000224189,ENSG00000224189 protein,-2.07,0.24,2.727e-09,unknown,0.1,0.405
8380,ENSG00000125851,ENSP00000125851,PCSK2 protein,-5.01,0.03,3.522e-04,membrane,0.93,0.405
8381,ENSG00000203972,ENSP00000203972,GLYATL3 protein,-2.68,0.16,3.467e-04,mitochondria,0.43,0.405
8382,ENSG00000170382,ENSP00000170382,LRRN2 protein,-3.93,0.07,1.338e-05,secreted,0.7899999999999999,0.405
8383,ENSG00000267532,ENSP00000267532,ENSG00000267532 protein,-2.00,0.25,1.124e-04,unknown,0.05,0.405
8384,ENSG00000225914,ENSP00000225914,ENSG00000225914 protein,-2.00,0.25,4.638e-05,unknown,0.05,0.405
8385,ENSG00000174358,ENSP00000174358,SLC6A19 protein,-6.00,0.02,2.084e-04,membrane,0.99,0.405
8386,ENSG00000004799,ENSP00000004799,PDK4 protein,-2.73,0.15,1.073e-05,mitochondria,0.4499999999999999,0.405
8387,ENSG00000132872,ENSP00000132872,SYT4 protein,-4.31,0.05,1.742e-04,membrane,0.85,0.405
8388,ENSG00000287559,ENSP00000287559,ENSG00000287559 protein,-1.99,0.25,2.823e-03,unknown,0.05,0.405
8389,ENSG00000104722,ENSP00000104722,NEFM protein,-3.22,0.11,1.486e-05,cytoplasm,0.62,0.405
8390,ENSG00000227082,ENSP00000227082,ENSG00000227082 protein,-1.99,0.25,1.541e-03,unknown,0.05,0.405
8391,ENSG00000073734,ENSP00000073734,ABCB11 protein,-4.11,0.06,1.078e-02,membrane,0.85,0.405
8392,ENSG00000234685,ENSP00000234685,ENSG00000234685 protein,-1.97,0.25,7.020e-03,unknown,0.05,0.405
8393,ENSG00000066382,ENSP00000066382,ENSG00000066382 protein,-1.98,0.25,5.952e-03,unknown,0.05,0.405
8394,ENSG00000237070,ENSP00000237070,ENSG00000237070 protein,-2.08,0.24,3.665e-06,unknown,0.1,0.405
8395,ENSG00000254609,ENSP00000254609,ENSG00000254609 protein,-1.99,0.25,3.791e-03,unknown,0.05,0.405
8396,ENSG00000065371,ENSP00000065371,ROPN1 protein,-3.13,0.11,3.789e-04,cytoplasm,0.5900000000000001,0.404
8397,ENSG00000225330,ENSP00000225330,ENSG00000225330 protein,-2.01,0.25,2.371e-04,unknown,0.05,0.404
8398,ENSG00000213247,ENSP00000213247,ENSG00000213247 protein,-2.02,0.25,5.536e-05,unknown,0.05,0.404
8399,ENSG00000279622,ENSP00000279622,ENSG00000279622 protein,-1.83,0.28,4.687e-02,unknown,0.05,0.404
8400,ENSG00000136546,ENSP00000136546,SCN7A protein,-5.10,0.03,3.297e-03,membrane,0.93,0.404
8401,ENSG00000147576,ENSP00000147576,ADHFE1 protein,-2.46,0.18,3.612e-06,mitochondria,0.31,0.404
8402,ENSG00000034971,ENSP00000034971,MYOC protein,-6.77,0.01,7.441e-04,membrane,1,0.403
8403,ENSG00000183287,ENSP00000183287,CCBE1 protein,-3.66,0.08,1.402e-03,secreted,0.72,0.403
8404,ENSG00000130176,ENSP00000130176,CNN1 protein,-4.32,0.05,2.572e-03,cytoplasm,0.84,0.403
8405,ENSG00000283365,ENSP00000283365,ENSG00000283365 protein,-2.02,0.25,2.824e-03,unknown,0.05,0.403
8406,ENSG00000235049,ENSP00000235049,ENSG00000235049 protein,-2.03,0.25,4.920e-04,unknown,0.05,0.403
8407,ENSG00000257302,ENSP00000257302,ENSG00000257302 protein,-2.07,0.24,7.908e-03,unknown,0.1,0.403
8408,ENSG00000118729,ENSP00000118729,CASQ2 protein,-5.11,0.03,5.580e-03,membrane,0.93,0.403
8409,ENSG00000119147,ENSP00000119147,ECRG4 protein,-3.90,0.07,3.094e-04,secreted,0.7599999999999999,0.403
8410,ENSG00000163017,ENSP00000163017,ACTG2 protein,-4.05,0.06,6.307e-03,cytoplasm,0.8,0.402
8411,ENSG00000183034,ENSP00000183034,OTOP2 protein,-5.03,0.03,2.014e-04,membrane,0.9,0.402
8412,ENSG00000166831,ENSP00000166831,RBPMS2 protein,-3.97,0.06,1.322e-03,cytoplasm,0.7699999999999999,0.402
8413,ENSG00000267774,ENSP00000267774,ENSG00000267774 protein,-1.99,0.25,1.304e-02,unknown,0.05,0.402
8414,ENSG00000287750,ENSP00000287750,ENSG00000287750 protein,-2.05,0.24,8.083e-06,unknown,0.05,0.402
8415,ENSG00000186369,ENSP00000186369,ENSG00000186369 protein,-2.04,0.24,2.586e-03,unknown,0.05,0.402
8416,ENSG00000255970,ENSP00000255970,ENSG00000255970 protein,-1.98,0.25,1.655e-02,unknown,0.05,0.401
8417,ENSG00000169271,ENSP00000169271,HSPB3 protein,-2.60,0.16,4.817e-02,nucleus,0.5,0.401
8418,ENSG00000138347,ENSP00000138347,MYPN protein,-3.21,0.11,2.999e-03,nucleus,0.59,0.401
8419,ENSG00000260057,ENSP00000260057,ENSG00000260057 protein,-2.06,0.24,1.499e-04,unknown,0.05,0.401
8420,ENSG00000173641,ENSP00000173641,HSPB7 protein,-3.56,0.08,5.972e-03,nucleus,0.69,0.401
8421,ENSG00000273733,ENSP00000273733,ENSG00000273733 protein,-2.03,0.24,5.371e-03,unknown,0.05,0.401
8422,ENSG00000131096,ENSP00000131096,PYY protein,-4.25,0.05,2.804e-06,secreted,0.7999999999999999,0.401
8423,ENSG00000244753,ENSP00000244753,ENSG00000244753 protein,-2.06,0.24,6.491e-05,unknown,0.05,0.401
8424,ENSG00000204118,ENSP00000204118,ENSG00000204118 protein,-2.06,0.24,6.073e-05,unknown,0.05,0.401
8425,ENSG00000172410,ENSP00000172410,INSL5 protein,-4.36,0.05,6.072e-03,secreted,0.83,0.401
8426,ENSG00000101605,ENSP00000101605,MYOM1 protein,-3.48,0.09,3.210e-04,cytoplasm,0.6499999999999999,0.401
8427,ENSG00000283051,ENSP00000283051,ENSG00000283051 protein,-2.06,0.24,1.086e-03,unknown,0.05,0.401
8428,ENSG00000286511,ENSP00000286511,ENSG00000286511 protein,-2.06,0.24,9.155e-06,unknown,0.05,0.401
8429,ENSG00000278921,ENSP00000278921,ENSG00000278921 protein,-2.07,0.24,6.873e-08,unknown,0.05,0.401
8430,ENSG00000250486,ENSP00000250486,ENSG00000250486 protein,-2.06,0.24,1.651e-03,unknown,0.05,0.401
8431,ENSG00000259478,ENSP00000259478,ENSG00000259478 protein,-1.94,0.26,2.982e-02,unknown,0.05,0.400
8432,ENSG00000148798,ENSP00000148798,INA protein,-3.09,0.12,5.885e-03,cytoplasm,0.55,0.400
8433,ENSG00000018625,ENSP00000018625,ATP1A2 protein,-5.94,0.02,7.909e-04,membrane,0.94,0.400
8434,ENSG00000036672,ENSP00000036672,USP2 protein,-3.08,0.12,5.182e-05,nucleus,0.53,0.400
8435,ENSG00000109846,ENSP00000109846,CRYAB protein,-3.22,0.11,2.927e-02,nucleus,0.66,0.400
8436,ENSG00000250320,ENSP00000250320,ENSG00000250320 protein,-2.07,0.24,3.638e-08,unknown,0.05,0.400
8437,ENSG00000133169,ENSP00000133169,BEX1 protein,-3.36,0.10,1.327e-04,nucleus,0.6100000000000001,0.400
8438,ENSG00000157005,ENSP00000157005,SST protein,-4.01,0.06,1.634e-04,secreted,0.7499999999999999,0.400
8439,ENSG00000288007,ENSP00000288007,ENSG00000288007 protein,-2.06,0.24,2.968e-03,unknown,0.05,0.400
8440,ENSG00000226519,ENSP00000226519,ENSG00000226519 protein,-2.16,0.22,1.027e-05,unknown,0.1,0.400
8441,ENSG00000244968,ENSP00000244968,ENSG00000244968 protein,-2.08,0.24,1.183e-05,unknown,0.05,0.400
8442,ENSG00000112232,ENSP00000112232,KHDRBS2 protein,-3.13,0.11,1.168e-05,nucleus,0.54,0.400
8443,ENSG00000231246,ENSP00000231246,ENSG00000231246 protein,-2.16,0.22,3.629e-05,unknown,0.1,0.399
8444,ENSG00000236120,ENSP00000236120,ENSG00000236120 protein,-2.09,0.24,4.039e-06,unknown,0.05,0.399
8445,ENSG00000165606,ENSP00000165606,DRGX protein,-2.94,0.13,6.096e-05,nucleus,0.47,0.399
8446,ENSG00000270002,ENSP00000270002,ENSG00000270002 protein,-2.04,0.24,1.278e-02,unknown,0.05,0.399
8447,ENSG00000068976,ENSP00000068976,PYGM protein,-4.12,0.06,1.071e-03,cytoplasm,0.7599999999999999,0.399
8448,ENSG00000231407,ENSP00000231407,ENSG00000231407 protein,-2.17,0.22,6.156e-06,unknown,0.1,0.399
8449,ENSG00000181072,ENSP00000181072,CHRM2 protein,-4.67,0.04,1.706e-02,membrane,0.88,0.399
8450,ENSG00000277040,ENSP00000277040,ENSG00000277040 protein,-2.02,0.25,1.713e-02,unknown,0.05,0.399
8451,ENSG00000269404,ENSP00000269404,SPIB protein,-3.71,0.08,9.735e-08,nucleus,0.6799999999999999,0.399
8452,ENSG00000120057,ENSP00000120057,SFRP5 protein,-4.17,0.06,2.844e-03,secreted,0.77,0.398
8453,ENSG00000230943,ENSP00000230943,ENSG00000230943 protein,-2.15,0.22,5.190e-03,unknown,0.1,0.398
8454,ENSG00000286765,ENSP00000286765,ENSG00000286765 protein,-1.97,0.26,3.003e-02,unknown,0.05,0.398
8455,ENSG00000139910,ENSP00000139910,NOVA1 protein,-3.05,0.12,5.032e-06,nucleus,0.5,0.398
8456,ENSG00000180660,ENSP00000180660,MAB21L1 protein,-2.96,0.13,3.834e-03,nucleus,0.48,0.398
8457,ENSG00000147883,ENSP00000147883,CDKN2B protein,-3.73,0.08,1.016e-07,cytoplasm,0.68,0.398
8458,ENSG00000172689,ENSP00000172689,MS4A10 protein,-4.94,0.03,2.669e-02,membrane,0.93,0.398
8459,ENSG00000269289,ENSP00000269289,ENSG00000269289 protein,-2.07,0.24,7.051e-03,unknown,0.05,0.398
8460,ENSG00000104267,ENSP00000104267,CA2 protein,-3.60,0.08,3.864e-09,cytoplasm,0.65,0.398
8461,ENSG00000100146,ENSP00000100146,SOX10 protein,-3.59,0.08,1.238e-03,nucleus,0.65,0.398
8462,ENSG00000225335,ENSP00000225335,ENSG00000225335 protein,-2.19,0.22,1.326e-06,unknown,0.1,0.398
8463,ENSG00000048540,ENSP00000048540,LMO3 protein,-3.74,0.07,4.262e-03,nucleus,0.69,0.398
8464,ENSG00000235904,ENSP00000235904,ENSG00000235904 protein,-2.11,0.23,1.613e-04,unknown,0.05,0.398
8465,ENSG00000276365,ENSP00000276365,MIR145 protein,-2.02,0.25,2.125e-02,unknown,0.05,0.397
8466,ENSG00000135406,ENSP00000135406,PRPH protein,-3.76,0.07,2.931e-04,cytoplasm,0.68,0.397
8467,ENSG00000280119,ENSP00000280119,ENSG00000280119 protein,-2.11,0.23,9.048e-04,unknown,0.05,0.397
8468,ENSG00000152785,ENSP00000152785,BMP3 protein,-5.31,0.03,2.754e-06,secreted,0.87,0.397
8469,ENSG00000279727,ENSP00000279727,ENSG00000279727 protein,-2.12,0.23,2.981e-05,unknown,0.05,0.397
8470,ENSG00000261469,ENSP00000261469,ENSG00000261469 protein,-2.12,0.23,1.122e-05,unknown,0.05,0.397
8471,ENSG00000270607,ENSP00000270607,ENSG00000270607 protein,-2.09,0.24,7.399e-03,unknown,0.05,0.397
8472,ENSG00000182938,ENSP00000182938,OTOP3 protein,-4.72,0.04,1.621e-03,membrane,0.8200000000000001,0.397
8473,ENSG00000263718,ENSP00000263718,ENSG00000263718 protein,-2.13,0.23,1.402e-05,unknown,0.05,0.397
8474,ENSG00000133328,ENSP00000133328,PLAAT2 protein,-4.46,0.05,2.545e-03,cytoplasm,0.7899999999999999,0.396
8475,ENSG00000102683,ENSP00000102683,SGCG protein,-4.55,0.04,2.369e-03,membrane,0.8,0.396
8476,ENSG00000229261,ENSP00000229261,ENSG00000229261 protein,-2.13,0.23,2.359e-04,unknown,0.05,0.396
8477,ENSG00000286743,ENSP00000286743,ENSG00000286743 protein,-2.13,0.23,1.569e-03,unknown,0.05,0.396
8478,ENSG00000186462,ENSP00000186462,NAP1L2 protein,-3.44,0.09,1.192e-07,nucleus,0.59,0.396
8479,ENSG00000196616,ENSP00000196616,ADH1B protein,-3.88,0.07,4.265e-04,cytoplasm,0.6900000000000001,0.396
8480,ENSG00000249167,ENSP00000249167,ENSG00000249167 protein,-2.14,0.23,2.007e-06,unknown,0.05,0.396
8481,ENSG00000226652,ENSP00000226652,ENSG00000226652 protein,-2.14,0.23,2.796e-05,unknown,0.05,0.396
8482,ENSG00000243188,ENSP00000243188,ENSG00000243188 protein,-2.14,0.23,8.213e-04,unknown,0.05,0.396
8483,ENSG00000160868,ENSP00000160868,CYP3A4 protein,-5.22,0.03,8.312e-04,membrane,0.85,0.395
8484,ENSG00000183230,ENSP00000183230,CTNNA3 protein,-3.94,0.06,8.440e-03,cytoplasm,0.72,0.395
8485,ENSG00000254827,ENSP00000254827,ENSG00000254827 protein,-2.23,0.21,1.663e-06,unknown,0.1,0.395
8486,ENSG00000163239,ENSP00000163239,ENSG00000163239 protein,-2.08,0.24,1.475e-02,unknown,0.05,0.395
8487,ENSG00000198650,ENSP00000198650,TAT protein,-3.51,0.09,5.574e-05,cytoplasm,0.6,0.395
8488,ENSG00000182759,ENSP00000182759,MAFA protein,-3.02,0.12,4.061e-03,nucleus,0.47,0.395
8489,ENSG00000147588,ENSP00000147588,PMP2 protein,-3.65,0.08,2.377e-04,cytoplasm,0.63,0.395
8490,ENSG00000250073,ENSP00000250073,ENSG00000250073 protein,-2.24,0.21,2.279e-07,unknown,0.1,0.395
8491,ENSG00000225194,ENSP00000225194,ENSG00000225194 protein,-2.16,0.22,8.960e-06,unknown,0.05,0.395
8492,ENSG00000233041,ENSP00000233041,ENSG00000233041 protein,-2.33,0.20,5.804e-07,unknown,0.15,0.395
8493,ENSG00000235535,ENSP00000235535,ENSG00000235535 protein,-2.10,0.23,1.374e-02,unknown,0.05,0.394
8494,ENSG00000273771,ENSP00000273771,ENSG00000273771 protein,-2.11,0.23,1.137e-02,unknown,0.05,0.394
8495,ENSG00000104332,ENSP00000104332,SFRP1 protein,-4.80,0.04,5.454e-04,secreted,0.7999999999999999,0.394
8496,ENSG00000135549,ENSP00000135549,PKIB protein,-3.39,0.10,1.012e-08,nucleus,0.5599999999999999,0.394
8497,ENSG00000253282,ENSP00000253282,ENSG00000253282 protein,-2.16,0.22,2.666e-03,unknown,0.05,0.394
8498,ENSG00000130226,ENSP00000130226,DPP6 protein,-5.38,0.02,3.183e-03,membrane,0.85,0.394
8499,ENSG00000226741,ENSP00000226741,ENSG00000226741 protein,-2.17,0.22,5.519e-04,unknown,0.05,0.394
8500,ENSG00000207296,ENSP00000207296,ENSG00000207296 protein,-2.18,0.22,2.802e-06,unknown,0.05,0.394
8501,ENSG00000249279,ENSP00000249279,ENSG00000249279 protein,-2.18,0.22,2.179e-04,unknown,0.05,0.393
8502,ENSG00000255471,ENSP00000255471,ENSG00000255471 protein,-1.99,0.25,4.116e-02,unknown,0.05,0.393
8503,ENSG00000143196,ENSP00000143196,DPT protein,-5.20,0.03,2.568e-03,secreted,0.83,0.393
8504,ENSG00000260173,ENSP00000260173,ENSG00000260173 protein,-2.18,0.22,3.684e-04,unknown,0.05,0.393
8505,ENSG00000162040,ENSP00000162040,HS3ST6 protein,-4.85,0.03,3.588e-03,membrane,0.8,0.393
8506,ENSG00000259905,ENSP00000259905,ENSG00000259905 protein,-2.18,0.22,8.070e-04,unknown,0.05,0.393
8507,ENSG00000133742,ENSP00000133742,CA1 protein,-4.45,0.05,2.275e-06,cytoplasm,0.74,0.392
8508,ENSG00000184905,ENSP00000184905,TCEAL2 protein,-4.65,0.04,2.659e-03,nucleus,0.77,0.392
8509,ENSG00000122367,ENSP00000122367,LDB3 protein,-4.35,0.05,1.439e-03,cytoplasm,0.73,0.392
8510,ENSG00000263508,ENSP00000263508,ENSG00000263508 protein,-2.20,0.22,1.349e-07,unknown,0.05,0.392
8511,ENSG00000233117,ENSP00000233117,ENSG00000233117 protein,-2.28,0.21,6.663e-04,unknown,0.1,0.392
8512,ENSG00000214381,ENSP00000214381,ENSG00000214381 protein,-2.22,0.22,5.821e-05,unknown,0.05,0.391
8513,ENSG00000228307,ENSP00000228307,ENSG00000228307 protein,-2.22,0.22,3.709e-07,unknown,0.05,0.391
8514,ENSG00000259087,ENSP00000259087,ENSG00000259087 protein,-2.22,0.21,1.957e-06,unknown,0.05,0.391
8515,ENSG00000251205,ENSP00000251205,ENSG00000251205 protein,-2.16,0.22,1.278e-02,unknown,0.05,0.391
8516,ENSG00000170381,ENSP00000170381,SEMA3E protein,-4.49,0.04,2.296e-06,secreted,0.7299999999999999,0.391
8517,ENSG00000050030,ENSP00000050030,NEXMIF protein,-3.61,0.08,1.981e-05,nucleus,0.5800000000000001,0.391
8518,ENSG00000250413,ENSP00000250413,ENSG00000250413 protein,-2.22,0.21,5.077e-05,unknown,0.05,0.391
8519,ENSG00000150625,ENSP00000150625,GPM6A protein,-5.80,0.02,5.318e-03,membrane,0.85,0.391
8520,ENSG00000044012,ENSP00000044012,GUCA2B protein,-4.71,0.04,1.194e-04,secreted,0.75,0.390
8521,ENSG00000167916,ENSP00000167916,KRT24 protein,-4.42,0.05,1.719e-03,cytoplasm,0.72,0.390
8522,ENSG00000167549,ENSP00000167549,ENSG00000167549 protein,-2.21,0.22,4.942e-03,unknown,0.05,0.390
8523,ENSG00000100079,ENSP00000100079,LGALS2 protein,-2.32,0.20,8.758e-07,unknown,0.1,0.390
8524,ENSG00000229108,ENSP00000229108,ENSG00000229108 protein,-2.12,0.23,2.397e-02,unknown,0.05,0.390
8525,ENSG00000286700,ENSP00000286700,ENSG00000286700 protein,-2.19,0.22,9.366e-03,unknown,0.05,0.390
8526,ENSG00000224689,ENSP00000224689,ENSG00000224689 protein,-2.23,0.21,2.508e-03,unknown,0.05,0.390
8527,ENSG00000248485,ENSP00000248485,ENSG00000248485 protein,-2.03,0.24,4.391e-02,unknown,0.05,0.390
8528,ENSG00000166816,ENSP00000166816,LDHD protein,-2.91,0.13,9.953e-10,mitochondria,0.36,0.389
8529,ENSG00000273971,ENSP00000273971,ENSG00000273971 protein,-2.25,0.21,9.528e-05,unknown,0.05,0.389
8530,ENSG00000210194,ENSP00000210194,ENSG00000210194 protein,-2.34,0.20,2.179e-05,unknown,0.1,0.389
8531,ENSG00000287258,ENSP00000287258,ENSG00000287258 protein,-2.25,0.21,1.934e-06,unknown,0.05,0.389
8532,ENSG00000254042,ENSP00000254042,ENSG00000254042 protein,-2.25,0.21,1.181e-05,unknown,0.05,0.389
8533,ENSG00000163497,ENSP00000163497,FEV protein,-3.69,0.08,8.195e-06,nucleus,0.58,0.389
8534,ENSG00000258791,ENSP00000258791,ENSG00000258791 protein,-2.10,0.23,3.103e-02,unknown,0.05,0.389
8535,ENSG00000214797,ENSP00000214797,ENSG00000214797 protein,-2.24,0.21,2.410e-03,unknown,0.05,0.389
8536,ENSG00000225269,ENSP00000225269,ENSG00000225269 protein,-2.25,0.21,1.820e-03,unknown,0.05,0.389
8537,ENSG00000185112,ENSP00000185112,ENSG00000185112 protein,-2.35,0.20,3.073e-04,unknown,0.1,0.389
8538,ENSG00000143171,ENSP00000143171,RXRG protein,-3.32,0.10,1.553e-06,nucleus,0.48,0.388
8539,ENSG00000223839,ENSP00000223839,ENSG00000223839 protein,-2.25,0.21,3.641e-03,unknown,0.05,0.388
8540,ENSG00000253102,ENSP00000253102,ENSG00000253102 protein,-2.27,0.21,7.252e-07,unknown,0.05,0.388
8541,ENSG00000164107,ENSP00000164107,HAND2 protein,-4.06,0.06,6.714e-03,nucleus,0.66,0.388
8542,ENSG00000168016,ENSP00000168016,ENSG00000168016 protein,-2.45,0.18,6.072e-06,unknown,0.15,0.388
8543,ENSG00000279526,ENSP00000279526,ENSG00000279526 protein,-2.26,0.21,3.025e-03,unknown,0.05,0.388
8544,ENSG00000210049,ENSP00000210049,ENSG00000210049 protein,-2.37,0.19,5.695e-06,unknown,0.1,0.387
8545,ENSG00000170858,ENSP00000170858,ENSG00000170858 protein,-2.28,0.21,2.692e-04,unknown,0.05,0.387
8546,ENSG00000133392,ENSP00000133392,MYH11 protein,-4.50,0.04,1.874e-03,cytoplasm,0.7,0.387
8547,ENSG00000259459,ENSP00000259459,ENSG00000259459 protein,-2.37,0.19,1.198e-05,unknown,0.1,0.387
8548,ENSG00000231672,ENSP00000231672,ENSG00000231672 protein,-2.29,0.20,6.530e-05,unknown,0.05,0.387
8549,ENSG00000286346,ENSP00000286346,ENSG00000286346 protein,-2.38,0.19,4.341e-06,unknown,0.1,0.387
8550,ENSG00000281880,ENSP00000281880,ENSG00000281880 protein,-2.29,0.20,1.197e-03,unknown,0.05,0.387
8551,ENSG00000286449,ENSP00000286449,ENSG00000286449 protein,-2.28,0.21,2.765e-03,unknown,0.05,0.387
8552,ENSG00000250961,ENSP00000250961,ENSG00000250961 protein,-2.29,0.20,9.260e-05,unknown,0.05,0.386
8553,ENSG00000175084,ENSP00000175084,DES protein,-4.60,0.04,3.341e-03,cytoplasm,0.71,0.386
8554,ENSG00000162840,ENSP00000162840,ENSG00000162840 protein,-2.29,0.20,2.151e-03,unknown,0.05,0.386
8555,ENSG00000205360,ENSP00000205360,ENSG00000205360 protein,-2.30,0.20,1.198e-05,unknown,0.05,0.386
8556,ENSG00000286035,ENSP00000286035,ENSG00000286035 protein,-2.30,0.20,5.031e-05,unknown,0.05,0.386
8557,ENSG00000114200,ENSP00000114200,BCHE protein,-4.76,0.04,3.052e-03,secreted,0.72,0.386
8558,ENSG00000286722,ENSP00000286722,ENSG00000286722 protein,-2.31,0.20,1.400e-05,unknown,0.05,0.386
8559,ENSG00000233215,ENSP00000233215,ENSG00000233215 protein,-2.23,0.21,1.483e-02,unknown,0.05,0.386
8560,ENSG00000249346,ENSP00000249346,ENSG00000249346 protein,-2.31,0.20,4.295e-06,unknown,0.05,0.386
8561,ENSG00000281100,ENSP00000281100,ENSG00000281100 protein,-2.32,0.20,1.324e-05,unknown,0.05,0.385
8562,ENSG00000237179,ENSP00000237179,ENSG00000237179 protein,-2.17,0.22,2.992e-02,unknown,0.05,0.385
8563,ENSG00000232046,ENSP00000232046,ENSG00000232046 protein,-2.21,0.22,2.235e-02,unknown,0.05,0.385
8564,ENSG00000109906,ENSP00000109906,ZBTB16 protein,-3.87,0.07,1.606e-03,nucleus,0.58,0.385
8565,ENSG00000182271,ENSP00000182271,TMIGD1 protein,-4.41,0.05,2.827e-09,cytoplasm,0.66,0.385
8566,ENSG00000277586,ENSP00000277586,NEFL protein,-4.10,0.06,2.144e-03,cytoplasm,0.62,0.385
8567,ENSG00000187288,ENSP00000187288,CIDEC protein,-4.05,0.06,3.604e-03,cytoplasm,0.61,0.384
8568,ENSG00000106809,ENSP00000106809,OGN protein,-5.33,0.02,3.377e-05,secreted,0.7399999999999999,0.384
8569,ENSG00000225398,ENSP00000225398,ENSG00000225398 protein,-2.33,0.20,2.135e-03,unknown,0.05,0.384
8570,ENSG00000109132,ENSP00000109132,PHOX2B protein,-3.69,0.08,4.695e-03,nucleus,0.54,0.384
8571,ENSG00000229619,ENSP00000229619,ENSG00000229619 protein,-2.44,0.18,3.914e-04,unknown,0.1,0.384
8572,ENSG00000234323,ENSP00000234323,ENSG00000234323 protein,-2.26,0.21,1.703e-02,unknown,0.05,0.383
8573,ENSG00000235321,ENSP00000235321,ENSG00000235321 protein,-2.35,0.20,5.324e-05,unknown,0.05,0.383
8574,ENSG00000231768,ENSP00000231768,ENSG00000231768 protein,-2.33,0.20,4.579e-03,unknown,0.05,0.383
8575,ENSG00000115593,ENSP00000115593,SMYD1 protein,-4.08,0.06,1.998e-02,nucleus,0.65,0.383
8576,ENSG00000205364,ENSP00000205364,MT1M protein,-3.93,0.07,5.013e-06,nucleus,0.5599999999999999,0.382
8577,ENSG00000164122,ENSP00000164122,ASB5 protein,-4.77,0.04,1.229e-02,cytoplasm,0.71,0.382
8578,ENSG00000182253,ENSP00000182253,SYNM protein,-4.62,0.04,1.826e-03,cytoplasm,0.66,0.382
8579,ENSG00000171819,ENSP00000171819,ANGPTL7 protein,-4.94,0.03,1.436e-02,secreted,0.73,0.382
8580,ENSG00000164530,ENSP00000164530,PI16 protein,-5.87,0.02,3.677e-04,secreted,0.7499999999999999,0.382
8581,ENSG00000213424,ENSP00000213424,KRT222 protein,-2.38,0.19,6.733e-04,unknown,0.05,0.382
8582,ENSG00000064205,ENSP00000064205,CCN5 protein,-5.05,0.03,1.884e-02,secreted,0.7499999999999999,0.381
8583,ENSG00000261888,ENSP00000261888,ENSG00000261888 protein,-2.39,0.19,2.651e-04,unknown,0.05,0.381
8584,ENSG00000270954,ENSP00000270954,ENSG00000270954 protein,-2.36,0.19,5.437e-03,unknown,0.05,0.381
8585,ENSG00000231713,ENSP00000231713,ENSG00000231713 protein,-2.39,0.19,7.964e-04,unknown,0.05,0.381
8586,ENSG00000108231,ENSP00000108231,LGI1 protein,-4.94,0.03,7.637e-05,secreted,0.6799999999999999,0.381
8587,ENSG00000218048,ENSP00000218048,ENSG00000218048 protein,-2.24,0.21,2.842e-02,unknown,0.05,0.381
8588,ENSG00000240240,ENSP00000240240,ENSG00000240240 protein,-2.36,0.19,6.581e-03,unknown,0.05,0.381
8589,ENSG00000287818,ENSP00000287818,ENSG00000287818 protein,-2.40,0.19,1.269e-03,unknown,0.05,0.381
8590,ENSG00000263400,ENSP00000263400,ENSG00000263400 protein,-2.50,0.18,1.256e-09,unknown,0.1,0.381
8591,ENSG00000231809,ENSP00000231809,ENSG00000231809 protein,-2.24,0.21,2.959e-02,unknown,0.05,0.381
8592,ENSG00000213412,ENSP00000213412,ENSG00000213412 protein,-2.41,0.19,3.182e-04,unknown,0.05,0.380
8593,ENSG00000287115,ENSP00000287115,ENSG00000287115 protein,-2.42,0.19,6.148e-04,unknown,0.05,0.380
8594,ENSG00000165553,ENSP00000165553,NGB protein,-3.95,0.06,5.102e-03,cytoplasm,0.55,0.379
8595,ENSG00000224321,ENSP00000224321,ENSG00000224321 protein,-2.53,0.17,2.581e-05,unknown,0.1,0.379
8596,ENSG00000287090,ENSP00000287090,ENSG00000287090 protein,-2.53,0.17,1.066e-05,unknown,0.1,0.379
8597,ENSG00000235523,ENSP00000235523,ENSG00000235523 protein,-2.43,0.19,9.620e-05,unknown,0.05,0.379
8598,ENSG00000155816,ENSP00000155816,FMN2 protein,-5.31,0.03,4.561e-05,cytoplasm,0.69,0.379
8599,ENSG00000234638,ENSP00000234638,ENSG00000234638 protein,-2.42,0.19,3.037e-03,unknown,0.05,0.379
8600,ENSG00000228776,ENSP00000228776,ENSG00000228776 protein,-2.43,0.18,7.746e-04,unknown,0.05,0.379
8601,ENSG00000254510,ENSP00000254510,ENSG00000254510 protein,-2.43,0.18,1.398e-03,unknown,0.05,0.379
